id,town_ksh_code,province_name,town_name,town_type1,town_type2,town_type3,district_ksh_code,town_population,street_name,house_number,target,address,lon,lat
242,16346,7,Besnyő,4,3,7,78,1752,józsef attila utca,1,2,"józsef attila utca 1, Besnyő",18.79834000896585,47.193089992363525
243,16346,7,Besnyő,4,3,7,78,1752,józsef attila utca,14,0,"józsef attila utca 14, Besnyő",18.796960012427036,47.19464001580823
244,16346,7,Besnyő,4,3,7,78,1752,józsef attila utca,17,0,"józsef attila utca 17, Besnyő",18.797490000164828,47.194499996115695
245,16346,7,Besnyő,4,3,7,78,1752,kossuth lajos utca,15,1,"kossuth lajos utca 15, Besnyő",18.799090021661982,47.19118998255169
246,16346,7,Besnyő,4,3,7,78,1752,kossuth lajos utca,16,0,"kossuth lajos utca 16, Besnyő",18.79945002440337,47.1912900205661
248,14119,2,Bezedek,4,3,8,27,232,kossuth lajos utca,33,1,"kossuth lajos utca 33, Bezedek",18.585325880002433,45.86704236585082
249,14119,2,Bezedek,4,3,8,27,232,kossuth lajos utca,38,2,"kossuth lajos utca 38, Bezedek",18.585487093384682,45.86706537677148
250,14119,2,Bezedek,4,3,8,27,232,kossuth lajos utca,43,0,"kossuth lajos utca 43, Bezedek",18.585325880002433,45.86704236585082
251,14119,2,Bezedek,4,3,8,27,232,kossuth lajos utca,49,2,"kossuth lajos utca 49, Bezedek",18.58520002969783,45.867020020199476
252,14119,2,Bezedek,4,3,8,27,232,kossuth lajos utca,55,0,"kossuth lajos utca 55, Bezedek",18.585310000267498,45.866500006926486
253,14119,2,Bezedek,4,3,8,27,232,kossuth lajos utca,70,2,"kossuth lajos utca 70, Bezedek",18.586039980215048,45.86412998189411
254,14119,2,Bezedek,4,3,8,27,232,kossuth lajos utca,74,1,"kossuth lajos utca 74, Bezedek",18.586030005750274,45.8637900119013
255,14119,2,Bezedek,4,3,8,27,232,kossuth lajos utca,75,0,"kossuth lajos utca 75, Bezedek",18.585639995795503,45.86392998968435
258,14119,2,Bezedek,4,3,8,27,232,kossuth lajos utca,94,1,"kossuth lajos utca 94, Bezedek",18.58613000185514,45.86215000872599
259,14119,2,Bezedek,4,3,8,27,232,kossuth lajos utca,95,0,"kossuth lajos utca 95, Bezedek",18.585760024648977,45.862120001512636
260,14119,2,Bezedek,4,3,8,27,232,kossuth lajos utca,98,0,"kossuth lajos utca 98, Bezedek",18.586280037921995,45.86144001961753
261,8891,13,Biatorbágy,3,2,3,123,12484,fő utca,28,0,"fő utca 28, Biatorbágy",18.8292799605193,47.473889993258695
263,8891,13,Biatorbágy,3,2,3,123,12484,rákóczi utca,16,2,"rákóczi utca 16, Biatorbágy",18.80775003638479,47.46312000204955
264,8891,13,Biatorbágy,3,2,3,123,12484,táncsics mihály utca,2,1,"táncsics mihály utca 2, Biatorbágy",18.825629976962517,47.4772800120885
266,10481,7,Bicske,3,2,3,77,11196,batthyány lajos utca,7,1,"batthyány lajos utca 7, Bicske",18.626249981404385,47.49115000827757
267,10481,7,Bicske,3,2,3,77,11196,jakab utca,5,0,"jakab utca 5, Bicske",18.632660041857832,47.488549983822054
269,25195,5,Bogács,4,3,6,60,1952,alkotmány utca,10,1,"alkotmány utca 10, Bogács",20.53211002635402,47.904179980002425
273,25195,5,Bogács,4,3,6,60,1952,béke utca,24,1,"béke utca 24, Bogács",20.53267999576994,47.89504999196856
274,25195,5,Bogács,4,3,6,60,1952,gárdonyi géza utca,5,1,"gárdonyi géza utca 5, Bogács",20.538629973558074,47.8966800206791
275,25195,5,Bogács,4,3,6,60,1952,harkály utca,23,2,"harkály utca 23, Bogács",20.52233002172892,47.90978001333298
276,25195,5,Bogács,4,3,6,60,1952,hórvölgye utca,12,1,"hórvölgye utca 12, Bogács",20.53586998048047,47.89429997927243
277,25195,5,Bogács,4,3,6,60,1952,jókai utca,5,2,"jókai utca 5, Bogács",20.54064003775858,47.897320020896075
278,25195,5,Bogács,4,3,6,60,1952,jókai utca,41,0,"jókai utca 41, Bogács",20.542429993181685,47.89466999838811
279,25195,5,Bogács,4,3,6,60,1952,józsef attila utca,70,2,"józsef attila utca 70, Bogács",20.527820000670772,47.899219988798365
281,25195,5,Bogács,4,3,6,60,1952,kossuth utca,40,2,"kossuth utca 40, Bogács",20.526189971960235,47.90341001837672
282,25195,5,Bogács,4,3,6,60,1952,petőfi utca,4,1,"petőfi utca 4, Bogács",20.531690009185894,47.90164998634796
283,32151,2,Bogád,4,3,7,28,1071,csankó hegyi utca,16,1,"csankó hegyi utca 16, Bogád",18.324389987776243,46.08321000639498
284,32151,2,Bogád,4,3,7,28,1071,gólya utca,36,1,"gólya utca 36, Bogád",18.30019998284996,46.08703001685768
286,32151,2,Bogád,4,3,7,28,1071,kossuth utca,27,1,"kossuth utca 27, Bogád",18.321690009125376,46.08437999434972
288,32151,2,Bogád,4,3,7,28,1071,kossuth utca,46,0,"kossuth utca 46, Bogád",18.325230022112493,46.08690998800421
289,32151,2,Bogád,4,3,7,28,1071,kossuth utca,77,0,"kossuth utca 77, Bogád",18.31539997752543,46.08493001483609
290,32151,2,Bogád,4,3,7,28,1071,kossuth utca,92,1,"kossuth utca 92, Bogád",18.321030018069337,46.08424999103147
291,32151,2,Bogád,4,3,7,28,1071,kossuth utca,122,0,"kossuth utca 122, Bogád",18.31608000133005,46.08454997934612
293,32151,2,Bogád,4,3,7,28,1071,petőfi utca,15.aug,0,"petőfi utca 15.aug, Bogád",18.32047002311819,46.08844002060985
294,32151,2,Bogád,4,3,7,28,1071,petőfi utca,16.febr,1,"petőfi utca 16.febr, Bogád",18.320349994264717,46.08859001476716
295,32151,2,Bogád,4,3,7,28,1071,petőfi utca,16.márc,0,"petőfi utca 16.márc, Bogád",18.320349994264717,46.08859001476716
296,32151,2,Bogád,4,3,7,28,1071,petőfi utca,19.márc,1,"petőfi utca 19.márc, Bogád",18.319999965988103,46.08898999918671
297,3425,17,Bogyiszló,4,3,6,175,2195,béke utca,9,0,"béke utca 9, Bogyiszló",18.826170022984115,46.39908999036956
300,3425,17,Bogyiszló,4,3,6,175,2195,honvéd utca,17,0,"honvéd utca 17, Bogyiszló",18.82788998951571,46.393580020588615
301,3425,17,Bogyiszló,4,3,6,175,2195,honvéd utca,48,2,"honvéd utca 48, Bogyiszló",18.82552000639285,46.39570001344927
302,3425,17,Bogyiszló,4,3,6,175,2195,honvéd utca,85,1,"honvéd utca 85, Bogyiszló",18.824519961525,46.399339980631765
303,3425,17,Bogyiszló,4,3,6,175,2195,józsef attila utca,21,0,"józsef attila utca 21, Bogyiszló",18.834789972209734,46.38369000348433
304,3425,17,Bogyiszló,4,3,6,175,2195,józsef attila utca,24,1,"józsef attila utca 24, Bogyiszló",18.833950021692516,46.38354000932702
305,3425,17,Bogyiszló,4,3,6,175,2195,kántorna utca,2,0,"kántorna utca 2, Bogyiszló",18.824879964266387,46.396620011141806
306,3425,17,Bogyiszló,4,3,6,175,2195,kossuth utca,6,2,"kossuth utca 6, Bogyiszló",18.82959000711776,46.38705998956556
307,3425,17,Bogyiszló,4,3,6,175,2195,kossuth utca,41,2,"kossuth utca 41, Bogyiszló",18.825109963689528,46.3852800086072
309,3425,17,Bogyiszló,4,3,6,175,2195,küzdelem utca,17,1,"küzdelem utca 17, Bogyiszló",18.820890010716795,46.37696998025149
312,6497,17,Bonyhád,3,2,3,170,13630,perczel mór utca,86,1,"perczel mór utca 86, Bonyhád",18.519739964287595,46.28444001371247
313,6497,17,Bonyhád,3,2,3,170,13630,rákóczi ferenc utca,80,0,"rákóczi ferenc utca 80, Bonyhád",18.5309400309487,46.30594998891743
314,6497,17,Bonyhád,3,2,3,170,13630,szent imre utca,8,0,"szent imre utca 8, Bonyhád",18.52984996444073,46.29972001365374
317,6707,5,Borsodivánka,4,3,8,60,746,arany jános utca,11,1,"arany jános utca 11, Borsodivánka",20.657559959524093,47.70305001069934
320,6707,5,Borsodivánka,4,3,8,60,746,ifjuság utca,12,0,"ifjuság utca 12, Borsodivánka",20.652109962260397,47.70042002093999
322,6707,5,Borsodivánka,4,3,8,60,746,józsef attila utca,1,0,"józsef attila utca 1, Borsodivánka",20.65288998216991,47.70500999302837
323,6707,5,Borsodivánka,4,3,8,60,746,józsef attila utca,9,0,"józsef attila utca 9, Borsodivánka",20.653609987652686,47.7046199830736
324,6707,5,Borsodivánka,4,3,8,60,746,józsef attila utca,13,1,"józsef attila utca 13, Borsodivánka",20.65397996485885,47.70443000723813
325,6707,5,Borsodivánka,4,3,8,60,746,józsef attila utca,21,0,"józsef attila utca 21, Borsodivánka",20.65511998750972,47.70382001423454
326,6707,5,Borsodivánka,4,3,8,60,746,józsef attila utca,88,1,"józsef attila utca 88, Borsodivánka",20.66328002170812,47.699199993023285
327,6707,5,Borsodivánka,4,3,8,60,746,petőfi sándor utca,3,2,"petőfi sándor utca 3, Borsodivánka",20.65432001867066,47.69794999980272
329,3407,13,Budajenő,4,3,7,123,1687,ady endre utca,30,1,"ady endre utca 30, Budajenő",18.80383996237248,47.557640000040465
330,3407,13,Budajenő,4,3,7,123,1687,ady endre utca,47,1,"ady endre utca 47, Budajenő",18.803450036236768,47.55839001273662
333,3407,13,Budajenő,4,3,7,123,1687,fácán utca,11,0,"fácán utca 11, Budajenő",18.799799968860953,47.552090006671875
334,3407,13,Budajenő,4,3,7,123,1687,kis-köz utca,1,0,"kis-köz utca 1, Budajenő",18.801759993099495,47.55465000753972
336,3407,13,Budajenő,4,3,7,123,1687,kossuth lajos utca,20,1,"kossuth lajos utca 20, Budajenő",18.802949971893327,47.555889984386
337,3407,13,Budajenő,4,3,7,123,1687,rozmaring utca,14/A,1,"rozmaring utca 14/A, Budajenő",18.8123099593503,47.5541700178544
338,3407,13,Budajenő,4,3,7,123,1687,sport utca,4/A,1,"sport utca 4/A, Budajenő",18.805060032198696,47.55555001439319
341,3407,13,Budajenő,4,3,7,123,1687,szőlő utca,44,1,"szőlő utca 44, Budajenő",18.804900021667066,47.55900000574022
343,23463,13,Budakalász,3,2,4,135,10619,béke sétány,11,0,"béke sétány 11, Budakalász",19.048660015244337,47.626789988776096
344,23463,13,Budakalász,3,2,4,135,10619,dolinai utca,003523/61,0,"dolinai utca 003523/61, Budakalász",19.036052408686807,47.62614114019364
345,23463,13,Budakalász,3,2,4,135,10619,hajnalka utca,14,1,"hajnalka utca 14, Budakalász",19.051529978891608,47.626490000461445
346,23463,13,Budakalász,3,2,4,135,10619,józsef attila utca,17,1,"józsef attila utca 17, Budakalász",19.052140013804717,47.62210999504762
347,12052,13,Budakeszi,3,2,3,123,13502,csák józsef utca,23,1,"csák józsef utca 23, Budakeszi",18.92013995857917,47.5117300113252
348,12052,13,Budakeszi,3,2,3,123,13502,fő utca,24,1,"fő utca 24, Budakeszi",18.93719998138826,47.51775001991436
349,12052,13,Budakeszi,3,2,3,123,13502,fő utca,159,0,"fő utca 159, Budakeszi",18.930379962050523,47.511780009377645
351,12052,13,Budakeszi,3,2,3,123,13502,megyei út,76,1,"megyei út 76, Budakeszi",18.935519996534822,47.49622998642559
352,23278,13,Budaörs,3,2,3,123,26757,alma utca,29,0,"alma utca 29, Budaörs",18.96351999554946,47.467530014676754
353,23278,13,Budaörs,3,2,3,123,26757,farkasréti út,13,0,"farkasréti út 13, Budaörs",18.964254321982505,47.46362138167944
354,23278,13,Budaörs,3,2,3,123,26757,farkasréti út,febr.79,1,"farkasréti út febr.79, Budaörs",18.972817438382076,47.465866986754676
355,23278,13,Budaörs,3,2,3,123,26757,lévai utca,31,0,"lévai utca 31, Budaörs",18.94345003131005,47.4598800192866
356,23278,13,Budaörs,3,2,3,123,26757,liget utca,6,0,"liget utca 6, Budaörs",18.93598996984585,47.455949996344714
358,23278,13,Budaörs,3,2,3,123,26757,őszibarack utca,18/B,0,"őszibarack utca 18/B, Budaörs",18.973650028451175,47.45957001459766
359,23278,13,Budaörs,3,2,3,123,26757,szabadság út,321,0,"szabadság út 321, Budaörs",18.92589002797655,47.46016001676216
360,23278,13,Budaörs,3,2,3,123,26757,templom tér,7,1,"templom tér 7, Budaörs",18.963306781024773,47.46165731328488
362,9566,1,Budapest 01. kerület,1,1,1,999,24158,attila út,37,0,"attila út 37, Budapest 01. kerület",19.036580016387887,47.4953599867855
363,9566,1,Budapest 01. kerület,1,1,1,999,24158,batthyány utca,46,2,"batthyány utca 46, Budapest 01. kerület",19.028689963290788,47.5067900109602
364,9566,1,Budapest 01. kerület,1,1,1,999,24158,csalogány utca,22-24,1,"csalogány utca 22-24, Budapest 01. kerület",19.0336300055653,47.50741999480289
365,9566,1,Budapest 01. kerület,1,1,1,999,24158,hattyú utca,4,1,"hattyú utca 4, Budapest 01. kerület",19.030889961417245,47.50728999148461
366,9566,1,Budapest 01. kerület,1,1,1,999,24158,naphegy tér,2,0,"naphegy tér 2, Budapest 01. kerület",19.032640018981255,47.49261001008219
368,9566,1,Budapest 01. kerület,1,1,1,999,24158,ostrom utca,19,1,"ostrom utca 19, Budapest 01. kerület",19.02855995997254,47.506419991844524
369,9566,1,Budapest 01. kerület,1,1,1,999,24158,várfok utca,15/C,2,"várfok utca 15/C, Budapest 01. kerület",19.02552998579364,47.506070005477426
370,3179,1,Budapest 02. kerület,1,1,1,999,87744,árvácska utca,7,1,"árvácska utca 7, Budapest 02. kerület",19.034120011624935,47.58959998730086
371,3179,1,Budapest 02. kerület,1,1,1,999,87744,balogvár utca,5/A,0,"balogvár utca 5/A, Budapest 02. kerület",19.01597998059168,47.51527999877709
372,3179,1,Budapest 02. kerület,1,1,1,999,87744,bimbó út,78,0,"bimbó út 78, Budapest 02. kerület",19.019059994732515,47.51738000079868
373,3179,1,Budapest 02. kerület,1,1,1,999,87744,előd vezér utca,37/B,0,"előd vezér utca 37/B, Budapest 02. kerület",18.93696998196512,47.564589980786934
375,3179,1,Budapest 02. kerület,1,1,1,999,87744,felső zöldmáli út,61-65,1,"felső zöldmáli út 61-65, Budapest 02. kerület",19.01663997164772,47.52885000665154
377,3179,1,Budapest 02. kerület,1,1,1,999,87744,gábor áron utca,49/A,0,"gábor áron utca 49/A, Budapest 02. kerület",19.011330035986077,47.520369993299425
378,3179,1,Budapest 02. kerület,1,1,1,999,87744,gesztenyefa utca,4,2,"gesztenyefa utca 4, Budapest 02. kerület",18.967030001323224,47.55865001937312
379,3179,1,Budapest 02. kerület,1,1,1,999,87744,gyulai pál utca,9,2,"gyulai pál utca 9, Budapest 02. kerület",18.942809989183587,47.553350016266734
380,3179,1,Budapest 02. kerület,1,1,1,999,87744,hankóczy jenő utca,22,1,"hankóczy jenő utca 22, Budapest 02. kerület",19.008980001792764,47.516740000581706
381,3179,1,Budapest 02. kerület,1,1,1,999,87744,hunyadi jános utca,73,2,"hunyadi jános utca 73, Budapest 02. kerület",18.954469970871912,47.54897998531766
382,3179,1,Budapest 02. kerület,1,1,1,999,87744,keleti károly utca,11/B,0,"keleti károly utca 11/B, Budapest 02. kerület",19.029097211411734,47.51203639561225
383,3179,1,Budapest 02. kerület,1,1,1,999,87744,kokárda utca,4,1,"kokárda utca 4, Budapest 02. kerület",18.95143999669301,47.55819999499164
386,3179,1,Budapest 02. kerület,1,1,1,999,87744,nagykovácsi út,011355/0002,2,"nagykovácsi út 011355/0002, Budapest 02. kerület",18.93915003116203,47.54670999829969
387,3179,1,Budapest 02. kerület,1,1,1,999,87744,napvirág utca,17,0,"napvirág utca 17, Budapest 02. kerület",18.990560015193438,47.53126001336204
388,3179,1,Budapest 02. kerület,1,1,1,999,87744,nedű utca,21,0,"nedű utca 21, Budapest 02. kerület",18.96718003739005,47.55256999635722
390,3179,1,Budapest 02. kerület,1,1,1,999,87744,szabadság utca,32,2,"szabadság utca 32, Budapest 02. kerület",19.06218002506634,47.410239999839206
391,3179,1,Budapest 02. kerület,1,1,1,999,87744,szász károly utca,1,1,"szász károly utca 1, Budapest 02. kerület",19.032800029512856,47.509689981820856
392,3179,1,Budapest 02. kerület,1,1,1,999,87744,szilágyi erzsébet fasor,17,1,"szilágyi erzsébet fasor 17, Budapest 02. kerület",19.017779994298593,47.50899000908666
393,3179,1,Budapest 02. kerület,1,1,1,999,87744,törökvész út,84,0,"törökvész út 84, Budapest 02. kerület",19.00252995966119,47.52934998717595
394,3179,1,Budapest 02. kerület,1,1,1,999,87744,törökvész út,95-97,2,"törökvész út 95-97, Budapest 02. kerület",19.00202997913678,47.53016998876359
395,3179,1,Budapest 02. kerület,1,1,1,999,87744,tövis utca,48,0,"tövis utca 48, Budapest 02. kerület",19.012889991986043,47.522680003905066
396,3179,1,Budapest 02. kerület,1,1,1,999,87744,tüske utca,7,1,"tüske utca 7, Budapest 02. kerület",19.007000028624674,47.522519993373436
397,3179,1,Budapest 02. kerület,1,1,1,999,87744,vérhalom utca,10,0,"vérhalom utca 10, Budapest 02. kerület",19.033009996187417,47.51859998680587
399,3179,1,Budapest 02. kerület,1,1,1,999,87744,viola utca,5,2,"viola utca 5, Budapest 02. kerület",19.053079960426828,47.41155000748651
400,3179,1,Budapest 02. kerület,1,1,1,999,87744,zöldkert út,7,0,"zöldkert út 7, Budapest 02. kerület",19.010339965582972,47.531130010043796
401,18069,1,Budapest 03. kerület,1,1,1,999,126478,bécsi út,225,0,"bécsi út 225, Budapest 03. kerület",19.027979113709836,47.55397110577707
402,18069,1,Budapest 03. kerület,1,1,1,999,126478,boglár utca,4,2,"boglár utca 4, Budapest 03. kerület",19.061139998520332,47.59586001168745
403,18069,1,Budapest 03. kerület,1,1,1,999,126478,csobánka tér,2,2,"csobánka tér 2, Budapest 03. kerület",19.051970028808313,47.59835999812856
404,18069,1,Budapest 03. kerület,1,1,1,999,126478,diófa utca,3,0,"diófa utca 3, Budapest 03. kerület",19.041170030385814,47.603660001234914
405,18069,1,Budapest 03. kerület,1,1,1,999,126478,észak utca,10,0,"észak utca 10, Budapest 03. kerület",19.042260013074724,47.59026999473119
406,18069,1,Budapest 03. kerület,1,1,1,999,126478,észak utca,22,1,"észak utca 22, Budapest 03. kerület",19.04242999807113,47.59110998715792
407,18069,1,Budapest 03. kerület,1,1,1,999,126478,füst milán utca,1,1,"füst milán utca 1, Budapest 03. kerület",19.059049970963514,47.59893998391877
408,18069,1,Budapest 03. kerület,1,1,1,999,126478,gyűrű utca,4,1,"gyűrű utca 4, Budapest 03. kerület",19.059669980341425,47.5995299860833
409,18069,1,Budapest 03. kerület,1,1,1,999,126478,hatvany lajos utca,8,2,"hatvany lajos utca 8, Budapest 03. kerület",19.062780001695643,47.596609982474064
410,18069,1,Budapest 03. kerület,1,1,1,999,126478,hedvig utca,10,2,"hedvig utca 10, Budapest 03. kerület",19.00897002732799,47.55560998691041
412,18069,1,Budapest 03. kerület,1,1,1,999,126478,hunyadi utca,49,1,"hunyadi utca 49, Budapest 03. kerület",19.05762999274657,47.58882000930086
413,18069,1,Budapest 03. kerület,1,1,1,999,126478,jeles utca,57-59,2,"jeles utca 57-59, Budapest 03. kerület",19.015240026179356,47.579289994937966
414,18069,1,Budapest 03. kerület,1,1,1,999,126478,jós utca,1,2,"jós utca 1, Budapest 03. kerület",19.06281587903453,47.602602655880155
415,18069,1,Budapest 03. kerület,1,1,1,999,126478,juhász gyula utca,11,2,"juhász gyula utca 11, Budapest 03. kerület",19.06464002982929,47.59637998305092
416,18069,1,Budapest 03. kerület,1,1,1,999,126478,kadosa utca,42,1,"kadosa utca 42, Budapest 03. kerület",19.053750009766674,47.57116000986247
418,18069,1,Budapest 03. kerület,1,1,1,999,126478,kenyeres utca,11,1,"kenyeres utca 11, Budapest 03. kerület",19.03766002461205,47.53771998804888
420,18069,1,Budapest 03. kerület,1,1,1,999,126478,kerék utca,30,0,"kerék utca 30, Budapest 03. kerület",19.042130009756477,47.54821999815675
421,18069,1,Budapest 03. kerület,1,1,1,999,126478,királyok útja,182,1,"királyok útja 182, Budapest 03. kerület",19.066629977462185,47.59785000122983
423,18069,1,Budapest 03. kerület,1,1,1,999,126478,kunigunda útja,35,1,"kunigunda útja 35, Budapest 03. kerület",19.03411003716016,47.55286998467187
426,18069,1,Budapest 03. kerület,1,1,1,999,126478,leányfalu utca,15,2,"leányfalu utca 15, Budapest 03. kerület",19.047192804193806,47.55501183067056
427,18069,1,Budapest 03. kerület,1,1,1,999,126478,maros utca,14,0,"maros utca 14, Budapest 03. kerület",19.057160019435543,47.58133999890711
429,18069,1,Budapest 03. kerület,1,1,1,999,126478,papírgyár utca,3,1,"papírgyár utca 3, Budapest 03. kerület",19.04826003082482,47.578769981664976
430,18069,1,Budapest 03. kerület,1,1,1,999,126478,pirkadat utca,21,0,"pirkadat utca 21, Budapest 03. kerület",19.021610021135587,47.57536001390562
431,18069,1,Budapest 03. kerület,1,1,1,999,126478,raktár utca,12,1,"raktár utca 12, Budapest 03. kerület",19.03901998840226,47.545859989498666
432,18069,1,Budapest 03. kerület,1,1,1,999,126478,raktár utca,50,0,"raktár utca 50, Budapest 03. kerület",19.036139966471183,47.546390019145974
434,18069,1,Budapest 03. kerület,1,1,1,999,126478,saroglya utca,022845/0004,0,"saroglya utca 022845/0004, Budapest 03. kerület",19.028770010466104,47.58076001311687
435,18069,1,Budapest 03. kerület,1,1,1,999,126478,solymár utca,2,0,"solymár utca 2, Budapest 03. kerület",19.036740026919517,47.539569999808236
436,18069,1,Budapest 03. kerület,1,1,1,999,126478,szentendrei út,32,2,"szentendrei út 32, Budapest 03. kerület",19.042759993599162,47.54802998041177
